,name,longitude,latitude,free_bikes,empty_slots,fsq_id
236,"C/ SELVA DE MAR, 230",2.1976864,41.417694,18,9,6dd5a991ff777d35b32920e749a47112
237,"C/ PARE MARIANA, 24",2.1456449,41.4306689,2,25,71f8b22073c7a1dcaa58c7c0f2c28bba
238,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",2.1328403,41.3685394,16,1,7231524b4cb51d780d762ce7c5440ca2
239,PG. MARÍTIM DE LA BARCELONETA,2.1925198,41.3795862,22,0,73006d172c99dc41ac2bfc7782bec7b7
240,"C/ FELIPE II, 112",2.1849107,41.4219291,16,13,731238b3f7db22b5ac80282218d431f2
241,"AV. DIAGONAL, 634",2.136579,41.3908477,0,21,733c4b7dc13adf43eda617825b978026
242,"PG. VALL D'HEBRÓN, 80",2.1401823,41.419965,0,24,7430c4b147d738a9d824c337da6c9071
243,"C/ MARIE CURIE, 8-14",2.1693134,41.4366871,6,20,75dce6b1bc1c7913937f6e50091a9252
244,"C/ JOSEP ESTIVILL, 32",2.1877153,41.4175595,14,9,762363dddf5baf047e2a56deba1b37ca
245,"TRAVESSERA DE GRÀCIA, 328",2.1689962,41.4082107,8,19,768a668cd88b3ad269f7f0a5bb272f10
246,"C/ CONCEPCIÓ ARENAL, 281",2.1842021,41.4325013,2,25,773b659249bfb4bea3ea7592e540bc1e
247,"C/ RIERA D'HORTA, 2",2.183966,41.427591,5,27,7794c97066f54421f2e6b5a4d3e93d86
248,"C/ BILBAO, 174",2.1954152,41.4090202,10,18,77e6513f3a43c3054c71144be4132e59
249,"C/ CAMPO FLORIDO, 66",2.1799878,41.4216738,7,9,790df2a3ab9214fa167cefd9b4933ec2
250,"VIA DE BÀRCINO, 54",2.1922985,41.45137,5,12,7a85b16030c1e8ba38e176f471deb552
251,"C/ ROSA SENSAT, 12",2.1972309,41.3906051,4,13,7be8b5ea66e4126db598f2c674953f92
252,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",2.112186,41.383585,0,25,7bfc210262d212fae21b9bd6e5134d40
253,"RAMBLA DE PRIM, 19",2.2183313,41.4116634,6,20,7c21a5ffcb9e694f3a6cae488cfcade5
254,"C/ LLEIDA, 40",2.1554047,41.3717304,17,8,7d5ed93b63811f1aacd75f5ecb137eae
255,"C/ DE CAN SEGALAR, 4",2.13059591593856,41.38794133109378,18,19,7e0f36c8984aef9eefa972cece14ab6d
256,"C/ DOS DE MAIG, 230-232",2.1820722,41.4071692,13,3,7f6345da889f235b5dcb5f42e48b2be9
257,"C/ VALLESPIR, 194",2.1334379,41.3847113,2,22,828aabafef632a022098fb26044bcf63
258,"AV. MARQUÉS DE L'ARGENTERA,13",2.184922,41.384546,2,25,8344100c041dd422a4efaf2be6961e27
259,"C/ ENTENÇA, 137",2.147474,41.381951,13,24,837a89e6f83e86ee9812f66f36bea49a
260,"C/ PALÈNCIA, 31",2.1904005,41.4182129,1,25,837b1735c1425961256c0028bc839c0e
261,"RONDA SANT PAU, 79",2.1633139,41.3783467,23,1,83c1b708f8fff858d20f137f1153fb0c
262,"C/ AMILCAR, 78",2.1722534,41.4260751,7,16,84a14ee591bad0c01cf695bfeb743c9b
263,"C/ MAIGNON, 31-41",2.1524953,41.4095926,7,20,85754ee6b3be59b9e61376c7d72cd0eb
264,"C/ ENRIC  GRANADOS, 35",2.1599078,41.389668,0,19,85dc8b5af64cd8170cb4d2b437339c75
265,"C/ CASTILLEJOS, 184",2.1829894,41.4021805,14,13,86511c8ca4c89cfbdf783e69ab9e27fe
266,"AV. RIO DE JANEIRO, 118",2.185727,41.442489,11,17,86e626699f549ebeb2ca9b69042b5d92
267,"C/ VILAMARÍ, 2",2.154004,41.3755016,18,1,871cd416cf79c532d0ecce37f1da4edf
268,"C/ CARDENER, 59",2.1579897,41.4105956,14,9,8919e2b707ebb21481074247d81c0d1e
269,"C/ CASTELLNOU, 65",2.1279409,41.3970497,1,28,894e06803b8bc58d13d8ba7467e99ea4
270,"C/ FERNANDO PESSOA, 72",2.1929816,41.4457195,5,20,89d251d517c3cf0c0435af9d4daa1058
271,"C/ RIBES, 77",2.1841711,41.4001015,3,22,8b869bec6b09fe353385927f2e6d9836
272,"C/ JOAN GÜELL, 50",2.1335494,41.3786364,7,10,8c05047d2874b070f431349c37ee8710
273,"C/ CARME KARR, 12-14",2.1204941,41.3986238,1,21,8ca64c5a6a216cb4628c6f4e7aff13bd
274,"LA RAMBLA, 101",2.1717083,41.3826647,16,7,8d1c2df3992c59d06f07e74fa708741a
275,"C/ ARTESA DE SEGRE, 2",2.1344691,41.402988,2,25,8d86e740799da8e5ffd2ac729a5ca92b
276,"PL. CATALUNYA, 22",2.1702467,41.3860607,11,20,8df93fef7528967cb82fb90fea6bd0bf
277,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",2.1341586,41.363279,7,21,8f6b673cb8b0b202a6562c9e43efd166
278,"C/ ALTS FORNS, 77",2.1417765,41.3595484,19,10,8fd6db8cb80654809347bed85879b49b
279,"C/ ESCULTOR LLIMONA, 7",2.1697582,41.4276076,10,17,8fdb03b50ec6c7d2a4fd6522f041aac6
280,"PORTAL DE SANTA MADRONA, 2-4",2.1758261,41.3770715,4,19,90990cfd1aaa063c3bd318aae5f8b122
281,"AV. DIAGONAL, 26",2.2163136,41.4110822,3,31,90e711b0858b61446652be14b4d549a3
282,"GRAN  VIA DE LES CORTS CATALANES, 375-385",2.1499102,41.3757914,13,33,916b4d2c589fad262929399f082c7571
283,"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",2.1805685,41.3914292,19,20,9197b4871b9c31693dd4f6f37b716a57
284,"PG. SANTA COLOMA, 105",2.1976757,41.4479402,18,19,91ddcd365904e8718a7bd99779794ae4
285,"C/ PORTUGAL, 3",2.191206,41.4258248,8,16,91ef690acc5603e3e61a905392e0cf04
286,"RAMBLA DE PRIM, 256",2.2008632,41.4256626,1,24,9236b6b2cd0af13747bef6610bc2815c
287,"C/ MALATS, 28-30",2.1894423,41.4361251,8,23,92380b259f2c26fcde401f6f1a369fd3
288,"AV. JOSEP VICENÇ FOIX, 52",2.1205394,41.3948771,0,20,923a0f0ea1a7c446bee69356e220743e
289,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT PAPASSEIT",2.1914756,41.3838369,19,2,9243da16a0b663887ae0d67e6f52092e
290,PL.VALENTÍ ALMIRALL,2.192042,41.4084796,10,14,92f3c47fc8b2520293d84e3b509b6fda
291,"C/ TUSET, 19",2.1513154,41.3960982,0,21,935058af9c6e404d8b6e4558ebe7678e
292,PG. DE COLOM (LES RAMBLES),2.17881,41.37652,21,6,938d6e80af6873d5f085786edde6603c
293,"C/ DE SANT PAU, 119/ RONDA SANT PAU",2.1680021,41.3754047,21,2,94e5f738c07f13504a420241312a9018
294,"C/ DE MALADETA, 1",2.1769107,41.4315843,8,9,951bf060982350664a34d1316b496f4b
295,"C/ FULTON, 1",2.1617032,41.4297231,8,12,95caf46aca1e3505945e857b05f84f40
296,"C/ SARDENYA, 402",2.1684799,41.4072349,10,13,95f8c85a04b96afefd04d96f2811dab9
297,"C/ ESPRONCEDA, 298",2.1908473,41.4158807,10,13,9688a50feda32c00f9d0929cec47acce
298,"AV. DIAGONAL,  612",2.1422174,41.392567,0,23,96f5f6ef281da60b166a50fc03189e7d
299,"C/ SANT ADRIÀ, 88",2.2001569,41.4354601,4,15,97a2d55faca5f8980ed77f15bed3427a
300,"CARRER DEL CINCA, 7",2.1920873,41.4356895,1,23,97aa364f0eee0d6a736b47c987418b9b
301,"C/GAVÀ, 81",2.1389439,41.3703717,16,0,9822bbdbb55cf9802b6d8e92d62bbb66
302,"GRAN VIA DE LES CORTS CATALANES,  1062",2.2017955,41.4139298,13,16,986b6d406122255e35f3612c23453986
303,"C/ JORDI GIRONA, 29",2.1154135,41.3881175,1,25,98736433716085131ebffd1f17aa648a
304,"C/ FÍGOLS, 1",2.1289917,41.3812979,3,21,98bc9f8de8c6d27b02a754f6b0ac4d5b
305,"C / PROVENÇA, 241",2.1601641,41.3938861,1,14,9a40a01fc442d4f03d0c825280e7f70e
306,"C/ SANT HERMENEGILD, 30",2.1445843,41.4031529,19,5,9a7b57a18c273d1722a143bdefa072ce
307,"C/ DE L'ENERGIA, 2 / ALTS FORNS",2.1371996,41.3573288,14,16,9c003bbd85b2e441cd85d2fe1142f1b9
308,"C/ MÉNDEZ NÚÑEZ, 16",2.1775594,41.3900544,5,19,9c2e3e53b02eb550cda4f0dd07d10828
309,"GRAN VIA DE LES CORTS CATALANES, 592",2.1646697,41.3863747,16,15,9c3778f6373e6a82078f3609beeb4479
310,"CARRER DE LA MARINA,25-33",2.195073,41.388507,4,36,9c69271613b865adfc7f4580e4704285
311,"C/ RAMON TURRÓ, 292",2.2084257,41.4038559,5,22,9db9646e880ada6e547ad2303c1fd1cb
312,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",2.194294,41.382398,19,10,9e1e3820d23bb0473c83c1de8ea766c8
313,"C/ MARQUÈS DE SENTMENAT, 46",2.1376205,41.384972,19,5,9ee110ea13f89c4d80d6b4e3d51dd546
314,"C/ LLULL, 465",2.2177652,41.4132316,17,12,9f58f56f42bcc8b3511501b15d528efd
315,"C/ TURÓ BLAU, 1-3",2.1767828,41.4388223,6,14,a0487dd8415803f990a1e0577f53e2b4
316,"AV. RIO DE JANEIRO, 3",2.1821802,41.43068,2,28,a08c92d249cec30792553ab20536cf99
317,"C/ DE SANT PAU, 89 - 97",2.1698206,41.3768806,14,0,a0dfe4536c9e3cfdf5191d05ba4cc286
318,"C/ PUJADES, 103",2.1960799,41.3983902,4,26,a13269f74bcc2a4674f65cb7b379bfe9
319,PL. DEL MAR,2.1889045,41.3748001,0,16,a1bbf788354fc35aabae59730f4aaf01
320,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",2.1996045,41.4431441,5,21,a1c53aa90947b3c997765873a3a51014
321,"C/ MANDONI, 6",2.1426008,41.3693483,16,3,a22b6a5949162d4d2c297b519114fb63
322,PL. ICTÍNEO,2.1836886,41.3776292,17,10,a2ad3c3ea5fb48794a4f05547bf45a87
323,"C/ GANDUXER, 29",2.1380304,41.3939378,0,19,a38652efcd560833b66a90c618ec85c7
324,"C/ CRISTOBAL DE MOURA, 84",2.2061691,41.410712,1,24,a477a9cb5e302f3a206d7e45d1976dab
325,"C/ FRANÇA XICA, 4",2.1602153,41.3721749,14,1,a4bdbf8a69212e193293a89e63e93e8b
326,"PG. FABRA I PUIG, 344",2.1671068,41.430623,8,8,a4d7432e72c9001d3af12d71335a63a4
327,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",2.1564551,41.4306102,8,20,a512a25dc72978e08e197d1f2f20ae5b
328,"C/ DURAN I BAS, 2",2.1740155,41.3854094,6,18,a6233a1762046603bd37d35b0821adbc
329,"C/ AGUSTÍ DURAN I SANPERE, 10",2.1677294668647606,41.381635534627016,21,16,a681c273559134ba958488832d05377c
330,"C/ TUCUMÁN, 21",2.2010422,41.4457962,5,19,a6d71c2346845ecd60f36a4917082f57
331,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",2.210191,41.400654,7,19,a6fed1c13ea51aa2e2fe9d5631f765f0
332,"C/ VALLMAJOR, 13",2.1386719,41.3981616,1,17,a7a1407fe9858d2c96db2858a2f92c91
333,"C/ NÀPOLS, 183",2.1754896,41.3981669,20,4,a8d71767532b6d52e8e53bee77f19cdb
334,"C/ DEL GUINARDÓ, 32-38",2.1817876,41.4156285,7,16,aa3c9dc88d9b7e74bdd960c5d2a42055
335,WORLD  TRADE CENTER,2.180302,41.3718728,9,28,aa57523a41ed37cd0eca001803241c37
336,"PG. FONT D´EN- FARGAS, 1",2.1659881,41.4275514,8,17,aad7ee497c1bd869026313bbb67e1caf
337,"C/ MASSENS, 76",2.1557747,41.4092333,7,18,ab5aed96eeda51ba68ab88cfeb6d6201
338,"C/ BRUC, 45",2.1717397,41.3924661,2,22,abe41b077f52ff6dcd89fe331d42cc6c
339,"AV. JOSEP VICENÇ FOIX, 63",2.1194557,41.3977227,0,35,ac4a41e000abdda3d9494e46846b8a13
340,"AV. JOAN XXIII, 17",2.122175,41.383467,0,20,aca83ec4f285c718592e930810c0679e
341,"C/ ONZE DE SETEMBRE, 37-39",2.1922011,41.4298614,11,15,ad095f2d769ae6eb8ce76db4bde21a0c
342,"RAMBLA DEL BRASIL, 44",2.1297303,41.3783067,9,14,add304609643d6d30a5c15cd5432fea4
343,"C/ INDEPENDÈNCIA, 379",2.1778852,41.4118378,18,5,af8224f573182b287a9e33413c6a3f14
344,"C/ GAVÀ, 1",2.1419494,41.3723682,7,21,af8ed8f730d69306e8971ff13d1080ce
345,"TRAVESSERA DE GRÀCIA, 368",2.1715285,41.4098842,14,13,afa694b030bf59152b1649bde5a8870c
346,"C/ MIREIA, 28",2.1894717,41.4513863,8,6,b121b1383d4269226f7d5bb7be520c19
347,LA BARCELONETA (CN BARCELONETA),2.188928,41.3736911,0,15,b14fe56c969981b87e380a303ce48826
348,MOLL ORIENTAL,2.1879597,41.3694508,1,39,b1dadc34eb4621be3322c4989aadbce6
349,"VIA FAVÈNCIA, 47",2.1664224,41.4418604,1,21,b2165ce2ff7a16ce71a4e9b62697fcff
350,"C/ GRAN DE GRÀCIA, 37",2.1564253,41.3989151,0,23,b38b4aff722d92c76825f9b80d63a825
351,"C/ SELVA DE MAR, 46",2.2088179,41.4091355,11,16,b531533edea1cbb1febcacfa1b2de898
352,"C/ PALAMÓS, 33",2.184857,41.446923,7,21,b543814d13e0580dc044f98f50c910bb
353,"C/ LLULL, 309",2.2091221,41.4065291,11,16,b5c71ae466be2730a78d671a1ddd6ace
354,"C/ AGUSTÍ DURAN I SANPERE, 1",2.16807754829512,41.381381539774694,18,2,b5f806177c4eda18fc9ff5a52fd409b1
355,"C/ PEDROSA, 24",2.1833801,41.4490679,3,19,b6047e107523ffec8ad208d60a863d1a
356,"AV. DIAGONAL, 630",2.1390667,41.3915195,1,30,b68161aaef7bae4f079fb4ea4e37291f
357,"RAMBLA DEL BRASIL, 5",2.1299539,41.3759419,8,14,b745f8d58596de1ac5969e7b77a5c84c
358,"C/ DEL CANÓ, 1",2.1574439,41.4013296,1,18,b7592cd6043ae21ee3e41b2fa96d9a33
359,"C/ FLORIDABLANCA, 49",2.157233,41.3776721,10,5,b81ccb25428d4ff0e25482cc54c4cfee
360,C/ TARONGERS | AV. MIRAMAR (TELEFÈRIC),2.1645038,41.3683855,1,27,b82f5f0972231a1fb3779ee709285b28
361,"C/ PROVENÇA, 595",2.1826833,41.4105848,18,0,b8842240a2cb97138d29fba49a6e857e
362,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",2.2136,41.403216,5,26,b9379ff2e8991e872a5640b5aae569d2
363,"C/ MONTFAR, 1",2.148729,41.37049,2,20,b9758e38f9f3301f45795fb11196c0d9
364,"C/ RAMON ALBÓ, 1",2.1773157,41.4244527,8,16,b9bf856e3de3ecb08c2d6004101edf10
365,"PG. VALLDAURA, 26",2.1565742,41.4374904,1,22,ba34ae0d78db56158e7af60a1ebf475d
366,"C/ RAMON TRIAS FARGAS, 23",2.1923283,41.3889972,5,33,ba4020a51a4b1ad5d38c730af551134d
367,"C/ PROVENÇA, 215",2.1586273,41.3927771,0,27,ba5dcb0eba1cb9534943421364599d7c
368,"C/ GÒNGORA, 23",2.1746238,41.4432762,5,19,baac32fbb8447abb62b24476341a1999
369,"C/ RIERA BLANCA, 123",2.127854,41.371459,23,1,bb7a5c1d82f51c2132e19e0156f635dd
370,"C/ VALLESPIR, 13",2.1378667,41.378118,5,10,bbc36a18217c2a3dafed0c1cc9ab7f0b
371,"C/ BALMES, 409",2.1381069,41.4074131,5,25,bc01d4e4933dde712fd91327c7dfc059
372,"C/CONSELL DE CENT, 6",2.1439036,41.3755503,4,15,bd53dacde784bdd4a6fbea912d0fff75
373,"C / GIRONA, 176",2.1644531,41.3999967,0,22,bd95af27910d965ae58b27109ca040cc
374,"C/ BRUC, 102",2.1681961,41.3954041,0,17,be6b8196d1e1535db1e0ac8bd50d4739
375,"AV. SARRIÀ, 163",2.1309272,41.3922355,1,20,be92e88c502119cf00fa9043b784f279
376,"C/ MÚRCIA, 1",2.1874539,41.4143392,16,1,bfe7a747985c502d0aabe4efe0847b8f
377,"C/ DEL TORRENT DE LES FLORS, 102",2.1586704,41.4078456,9,5,c03f3bcdbfaf01b9631236692d76a93b
378,"C/ PUJADES, 311/ FLUVIÀ",2.2074469,41.4070139,4,28,c0404e92e0f3547d112fb945e7cb4e0f
379,"AV. LITORAL, 72",2.2078439,41.3961412,4,23,c0d5295a77f4cb6e6d6af21c38439874
380,"C/ SARDENYA, 326",2.1729061,41.4039698,10,16,c130134610be40499ad745cdd23a520d
381,"C/ CARDENAL REIG, 11",2.114029,41.37684,11,13,c1a0d40374fb01ca5395a5ec4449cac4
382,"C/ JOAN MIRÓ, 2-12",2.1968267,41.3890253,8,22,c1cdae8945633fe90d21ec0081cea328
383,"PG. VALL D'HEBRÓN, 168",2.1443777,41.4280668,7,40,c1e818c978c673efb4fb8da5e7e51791
384,"PG. MANUEL GIRONA, 7",2.121,41.39038,1,22,c2cc6f14eff599dc8f98ad45ba99c6dd
385,"C/ TEODOR LLORENTE, 1",2.18018,41.419178,25,6,c41a52a203d08c919f6d198e30f629af
386,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",2.1356187,41.3621232,13,20,c4e81a9afb47f3d720c2d13b2b3e69b9
387,PL. UNIVERSITAT /  ARIBAU,2.1634306,41.3856474,5,20,c51f2cc04dcb83a49bd57179df24f94b
388,"GRAN VIA DE LES CORTS CATALANES, 179 (D)",2.1388216,41.3675574,24,24,c55705a98f23d2296c39a68af7876656
389,"GRAN VIA DE LES CORTS CATALANES, 368",2.1479385,41.3743329,5,20,c5d5f7bd79f1d304efb37faa60ae1d64
390,"C/ MONTMANY, 1",2.1609345,41.4035608,2,24,c5eb25fe1445a3f02633fd958096305f
391,"AV. MERIDIANA, 404",2.1834174,41.4304126,3,29,c6edb376f8c2f0e7f2b70725c36402c9
392,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),2.1801142,41.391062,14,13,c71b8a779106faf1ec1b01cadd98e45f
393,"C/ RIUS I TAULET, 4",2.1539198,41.3727426,18,9,c7a171a3d2dad350917e41a0b8e28e74
394,"PL. CATALUNYA, 10-11 (LA RAMBLA)",2.1690686,41.387493,1,16,c99fff35b0450411d06dac8b89f74437
395,"C/ ANTILLES, 8",2.1872818,41.4250835,7,17,c9d0f804dc5a2213edae31e31cbbcbe3
396,"C/ REINA VICTORIA, 31",2.136346,41.3969455,1,21,ca4e7de46ae2cece4a671ee1c6a62dfc
397,"C/ CASTILLEJOS, 258",2.1785364,41.4064529,7,11,ca75bf1278bcc8c569ebe033092a4627
398,"C/ BOLÍVIA, 76",2.1913538,41.4030225,1,15,cb6067d868f49af57bcb772cf547ac58
399,"PG. PUJADES,  1 (JUTJATS)",2.18329,41.388885,11,15,cbd7a9e3c74db2af2926d83c711e13e7
400,"GRAN VIA DE LES CORTS CATALANES, 1041",2.2008139,41.4145805,9,14,cbe83a0b2a3af4cd0a86cf4a0e2be928
401,"C/ CALÀBRIA, 112",2.1544371248113956,41.38031805998654,32,3,cc7badf0256ff4ad77bd11887ab205e1
402,"C/ SANT PERE MÉS ALT, 4",2.1753364,41.3871079,16,4,cca384f10ed51ada861035bb4b17e71f
403,"AV. VALLCARCA, 11",2.1492066,41.4074444,8,7,cd2e90920bcbabea6840fc65d766ac43
404,"C/ CALABRIA, 158",2.1520645,41.3821658,17,1,cd72ad4a9dbceb4c46d87353ce542df0
405,"C/ ENTENÇA, 70",2.1516210083711993,41.3790954665734,9,13,ce794ac7bd8798e23eae41c3e13e8384
406,"C/ SANT ADRIÀ, 113",2.2047037,41.4361782,15,6,cf23d88209be498ef58d4a397afecf46
407,"C/ JOAN GÜELL, 174",2.1312876,41.3839045,5,15,cf27f9447a9429924729959bc6171a49
408,"AV. LITORAL, 172",2.2037136,41.3919877,8,43,cf4f9f6ade2aebdc251e2ff66732280f
409,"C/ MARTÍ I FRANQUÈS, 1",2.1170751,41.3847061,0,25,cf5dad1971da0e28b4cbec40613054e2
410,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",2.1946255,41.3833653,4,16,cf6a2bb796218f8754da1c8d45f5cb30
411,PL. VIRREI AMAT,2.174444,41.4296439,15,15,cf7b7020945106c2d6334672818fd7c0
412,PLA DE PALAU,2.183723,41.382418,9,14,cf9ded0d93ad2c4ced2273e7287aaf77
413,"C/ PALAUDÀRIES, 2",2.1730255457161096,41.37449997033759,24,3,d020d5be58569a2c2206196e603e7ef2
414,"C/ NÀPOLS, 82",2.1813305,41.3941557,8,18,d03bca09c80e5a1eea3ea916922ef802
415,"C/ VILAMARÍ, 85",2.1468381,41.3807072,0,25,d1bbabe6337fcbd7604c6237e9122cf2
416,"C/ RAMON TURRÓ, 91",2.1965965,41.3953011,7,19,d1d49e0df5efb64832fb29b9925ad5fe
417," AV. DIAGONAL, 650",2.1328634,41.3897943,2,26,d29e2abe8c06a377b78d71eee1d0f478
418,"PG. DE GRÀCIA, 89",2.1612814,41.3949729,0,29,d2b55d534f311af5c1e2aa96d75a7005
419,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",2.1620235,41.4372022,21,1,d2e118344ec10c3c2273a95a405fb7c3
420,"AV. MERIDIANA, 71",2.1867650955645956,41.4014737309554,7,14,d30fe84c89de1a84f9e2d069d7266806
421,"GRAN VIA DE LES CORTS CATALANES, 902",2.1930174,41.4075013,2,11,d49ebcf08dedec667839873cce78f4f2
422,"C/ CONSELL DE CENT, 482",2.1780175,41.40013,16,9,d4a4e50c2de87880e9a073243eb63701
423,"C/ SANCHO DE ÁVILA, 60-64",2.1902116,41.3987543,6,22,d5f71274f2fcb44cf751cbf8e7b7c700
424,"C/ MADRAZO, 39",2.149144,41.400305,2,20,d619601c806c7e3476c79145cafcd1da
425,"C/ PONTEVEDRA, 58B | C/ JUDICI",2.19067,41.37686,15,4,d641b96ef9ab92b463833bc1d0f20304
426,"C/ MADRAZO, 131",2.1445567,41.3967824,0,22,d6505fff5b4c2a24385305452780ffa1
427,"C/ SANT PERE D´ABANTO, 2",2.143565,41.371366,10,21,d66ffbdf034373fa2a73d73292581b49
428,"C/ VILAMARÍ,  61",2.1490553,41.3790718,6,14,d6b22a7060e924a9d72bf714bb7abe66
429,PG. SANT ANTONI /PL. SANTS,2.1358571,41.3756948,11,10,d75f6859f1594fbe1c608d67b3e0bce9
430,RECINTE PARC DE LA CIUTADELLA,2.1875446,41.3873901,3,24,d7a6697f01078b20f3c06402826e491f
431,"RAMBLA FABRA I PUIG, 67",2.1849813,41.4299201,11,16,d838e012f31b57bf9dc347842df5d1d6
432,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",2.1801763,41.3911035,13,23,d8e00fe3427e7d26ff26b6b56fc29df3
433,"PG. ZONA FRANCA, 9",2.1450958,41.3513237,12,23,d8ef96f2a72455aea701d6d832370afd
434,"C/ ROCAFORT, 187",2.1479931916296557,41.38322238887374,4,16,d91cce5b9b84bd9bbec5fd4330c46d51
435,"PG. OLIMPIC, 8",2.1543216104507534,41.361972900539186,17,19,d996ea344ed08a9b4e596f2d73e52c4c
436,"C/ DIPUTACIÓ, 226",2.1631263,41.3873057,4,20,da6b1559f96d6eeb9fcc56d530d88d93
437,"C/ PUJADES,  3",2.1874966,41.39212,9,18,da82ae0907f36bbbba96d9c81baeffe4
438,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),2.1993105,41.3889129,2,23,db1347c516927c55b4fa54339d83874f
439,SELVA DE MAR / PG. DEL TAULAT,2.2135818,41.4053697,10,16,db9e48be6f122b678843577e540f72ea
440,"GRAN VIA DE LES CORTS CATALANES, 368",2.1481993,41.3741093,4,15,dbdbd5155b0e2a3df5369a3d19e499f2
441,"C/ DOCTOR AIGUADER, 2",2.187093,41.382335,5,10,dc04b4e3cdc44b9f8138c24836c54d4f
442,"C/ CARTAGENA, 308",2.1757334,41.410314,9,4,dc60d6ec5fb65c625c08180f89a280eb
443,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",2.1454802,41.3852864,0,22,dc64552c5a36d359c0435849a3e36880
444,"C/ ARIZALA, 77",2.1233038,41.3789061,23,9,ddd1cf82f9fbc6f46089b086af6e110b
445,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",2.20934,41.4194972,16,37,dde5c154868c7fbe8266a3da127514db
446,"C/ ARAGÓ, 629",2.1884487,41.410098,6,12,de0e8ba6e1c44e2b7c452a639777e19a
447,"AV. ESTADI, 12",2.1476099,41.3653602,0,38,dec618417ae38ddec1c28c5f01ef6446
448,"C/ CARDENAL TEDESCHINI, 13",2.1852073,41.4253643,9,22,dedcd93fbe85671e73c79baf58bd7fed
449,"C/ SANTA FE DE NOU MÈXIC, 2",2.1345892,41.3935816,16,16,df6d9ac9a5659d0735da9a04a3a0c3ae
450,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,2.141563,41.357067,4,29,e02c5db9e6f6fca078798c9b2d486a81
451,"C/ SARDENYA, 66",2.189371,41.391466,9,14,e2ee896f2f3d4b130d38151de25b0b6a
452,C/ PINTOR RIBALTA | AV. XILE,2.1135824,41.3791986,11,17,e2f96d6f9ed195e6bc2ece7b2ca1c117
453,PG. DE COLOM /VIA LAIETANA,2.1822815,41.380628,7,7,e51a6f5b087c0d367d3ad07e00dd54e1
454,"C/ REUS, 23",2.134603,41.4050074,6,15,e63e0e9835b8a41b14c65052e5ef26da
455,"C/ HONDURAS, 32-34",2.1894852,41.4202459,3,26,e6a4d0046fc56369d63e1cdc691f65d1
456,"AV. VALLCARCA, 196",2.1421504,41.4160558,3,24,e6b1bab15b484861552a0e83f61f0ce0
457,"C/ ROSSELLÓ,  101",2.149131,41.3871904,4,20,e6c6292c893403eff858fceafddfffcc
458,"C/ JOAN D'ÀUSTRIA, 31B",2.1925059,41.392384,4,18,e836f33eaf19175d32d4b8042594331a
459,"C/ ELISA, 1",2.1420204,41.4052698,5,8,e8c928bbf201f07a09e6f9afbcab650b
460,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",2.1748267,41.4340849,7,19,e8f93835abfe9d85300bc608484fe11c
461,"C/ RIBES, 13",2.1812483,41.3933173,8,10,e959935456092cb96b784429fcbc3ff7
462,"AV. PARAL.LEL, 194",2.1523091,41.3751161,8,17,e964297fbcd2fc96bb6632e5a530d0df
463,"C/ DOCTOR ROUX, 86",2.1281922,41.3998981,0,23,ea70d3859cc7f8482e9acbb1d16826a5
464,"C/ SANT ADRIÀ, 43",2.1948002,41.4352071,1,22,eabcedd1303965a9f8050b1566b9899e
465,"C/ PERE IV,  301 / FLUVIÀ",2.2024461,41.4093405,9,15,eb03f3afac0686805e05b09ec1ed32c7
466," C/ SANT ANTONI MARIA CLARET, 214   ",2.1740575,41.4108439,2,14,eb9804d8f13e410f242f9674d5a34452
467,"C/ CASTILLEJOS, 388",2.170592,41.412427,10,19,eba432dc58a0ee6fbe4f6323f4be441f
468,"C/ PROVENÇA, 388-390",2.169941,41.401061,1,21,ec1db62dd08a4c1ff0bafae671d06714
469,"RONDA DE SANT PAU, 51",2.1646742,41.3773113,32,1,ed1093b9e37a0c0afcf57114d7aa228d
470,PG.DE COLOM (LES RAMBLES),2.17871,41.376433,19,18,ed25291d0f5edd91615d154f243f82f9
471,"VIA BARCINO, 121",2.19294,41.448152,0,19,ed4251264bc9b6f96c35c3dc83b6cfb2
472,"C/ GRAN DE LA SAGRERA, 74",2.1913753,41.4230551,3,22,ee0ac58184126f8b0c3ed4074e2acb32
